Activity Type,Date,Favorite,Title,Place,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Strength Training,11/24/2022 5:57,FALSE,Strength,Unknown,0,281,0:48:44,143,168,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,14,1,No,0:48:44,1,NaN,--,--,--,--,--,--,--,--,0:48:44,0:48:44,--,--
Running,11/23/2022 6:40,FALSE,Running,Unknown,0.75,37,04:21.8,180,183,2,164,167,5:50,5:21,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:21.8,1,NaN,--,--,--,--,--,--,--,--,04:21.8,04:21.8,--,--
Strength Training,11/23/2022 5:58,FALSE,Strength,Unknown,0,222,0:34:05,148,175,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:34:05,1,NaN,--,--,--,--,--,--,--,--,0:34:05,0:34:05,--,--
Strength Training,11/22/2022 5:48,FALSE,Strength,Unknown,0,359,0:51:15,160,191,3.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:51:15,1,NaN,--,--,--,--,--,--,--,--,0:51:15,0:51:15,--,--
Running,11/21/2022 6:45,FALSE,Running,Unknown,0.8,41,05:08.6,168,181,2,150,167,6:25,5:25,--,--,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:08.6,1,NaN,--,--,--,--,--,--,--,--,0:05:03,05:08.6,--,--
Strength Training,11/21/2022 6:05,FALSE,Strength,Unknown,0,247,0:39:19,145,173,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:39:19,1,NaN,--,--,--,--,--,--,--,--,0:39:19,0:39:19,--,--
Running,11/20/2022 7:56,FALSE,Running,Unknown,0.94,38,05:46.9,146,175,1.3,157,165,6:10,5:27,--,--,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:46.9,1,NaN,--,--,--,--,--,--,--,--,0:05:45,05:46.9,--,--
Strength Training,11/20/2022 7:21,FALSE,Strength,Unknown,0,186,0:32:31,138,162,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:32:31,1,NaN,--,--,--,--,--,--,--,--,0:32:31,0:33:14,--,--
Running,11/18/2022 6:50,FALSE,Running,Unknown,0.9,43,05:17.8,170,182,2,159,167,5:53,5:21,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:17.8,1,NaN,--,--,--,--,--,--,--,--,05:17.8,05:17.8,--,--
Strength Training,11/18/2022 6:00,FALSE,Strength,Unknown,0,304,0:47:52,150,180,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:47:52,1,NaN,--,--,--,--,--,--,--,--,0:47:52,0:47:52,--,--
Strength Training,11/17/2022 5:58,FALSE,Strength,Unknown,0,311,0:49:55,147,169,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,14,1,No,0:49:55,1,NaN,--,--,--,--,--,--,--,--,0:49:55,0:49:55,--,--
Running,11/16/2022 6:38,FALSE,Running,Unknown,1.91,101,0:12:27,171,183,2.7,148,172,6:31,5:12,--,--,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:03.5,2,NaN,--,--,--,--,--,--,--,--,0:11:00,0:12:27,--,--
Strength Training,11/16/2022 5:58,FALSE,Strength,Unknown,0,255,0:38:11,149,173,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,15,1,No,0:38:11,1,NaN,--,--,--,--,--,--,--,--,0:38:11,0:38:11,--,--
Strength Training,11/15/2022 5:59,FALSE,Strength,Unknown,0,344,0:49:01,163,192,4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:49:01,1,NaN,--,--,--,--,--,--,--,--,0:49:01,0:49:01,--,--
Running,11/14/2022 6:46,FALSE,Running,Unknown,1.61,71,09:29.6,159,185,2.3,160,168,5:53,5:19,--,--,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:32.2,2,NaN,--,--,--,--,--,--,--,--,0:09:29,09:29.6,--,--
Strength Training,11/14/2022 5:59,FALSE,Strength,Unknown,0,274,0:43:44,144,173,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:43:44,1,NaN,--,--,--,--,--,--,--,--,0:43:44,0:45:06,--,--
Strength Training,11/10/2022 6:01,FALSE,Strength,Unknown,0,302,0:43:27,156,180,3.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,17,1,No,0:43:27,1,NaN,--,--,--,--,--,--,--,--,0:43:27,0:43:35,--,--
Running,11/9/2022 6:41,FALSE,Running,Unknown,1.89,85,0:10:50,165,181,2.5,162,167,5:44,5:21,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:01.0,2,NaN,--,--,--,--,--,--,--,--,0:10:49,0:10:50,--,--
Strength Training,11/9/2022 6:01,FALSE,Strength,Unknown,0,191,0:38:15,131,157,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,17,1,No,0:38:15,1,NaN,--,--,--,--,--,--,--,--,0:38:15,0:38:15,--,--
Strength Training,11/8/2022 5:59,FALSE,Strength,Unknown,0,321,0:47:04,151,173,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:47:04,1,NaN,--,--,--,--,--,--,--,--,0:47:04,0:47:04,--,--
Running,11/7/2022 6:44,FALSE,Running,Unknown,0.55,29,03:28.3,175,184,1.8,150,170,6:22,5:18,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:28.3,1,NaN,--,--,--,--,--,--,--,--,0:03:18,03:28.3,--,--
Strength Training,11/7/2022 5:59,FALSE,Strength,Unknown,0,322,0:43:32,162,185,3.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,17,1,No,0:43:32,1,NaN,--,--,--,--,--,--,--,--,0:43:32,0:43:32,--,--
Strength Training,11/4/2022 5:56,FALSE,Strength,Unknown,0,253,0:48:14,135,161,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:48:14,1,NaN,--,--,--,--,--,--,--,--,0:48:14,0:48:14,--,--
Running,11/3/2022 6:44,FALSE,Running,Unknown,1.74,81,09:54.1,173,181,2.6,164,170,5:41,5:15,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:07.2,2,NaN,--,--,--,--,--,--,--,--,09:44.2,09:54.1,--,--
Strength Training,11/3/2022 6:01,FALSE,Strength,Unknown,0,267,0:41:38,147,167,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:41:38,1,NaN,--,--,--,--,--,--,--,--,0:41:38,0:42:08,--,--
Cardio,11/2/2022 6:42,FALSE,Cardio,Unknown,0,39,04:43.3,175,180,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:43.3,1,NaN,--,--,--,--,--,--,--,--,0:00:00,04:43.3,--,--
Strength Training,11/2/2022 6:00,FALSE,Strength,Unknown,0,295,0:40:28,160,184,3.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,13,1,No,0:40:28,1,NaN,--,--,--,--,--,--,--,--,0:40:28,0:40:28,--,--
Strength Training,10/31/2022 5:59,FALSE,Strength,Unknown,0,286,0:41:20,152,172,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,2,1,No,0:41:20,1,NaN,--,--,--,--,--,--,--,--,0:41:20,0:41:20,--,--
Cardio,10/28/2022 6:48,FALSE,Cardio,Unknown,0,39,04:50.5,168,176,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:50.5,1,NaN,--,--,--,--,--,--,--,--,0:00:00,04:50.5,--,--
Strength Training,10/28/2022 6:00,FALSE,Strength,Unknown,0,280,0:45:57,147,177,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:45:57,1,NaN,--,--,--,--,--,--,--,--,0:45:57,0:45:57,--,--
Running,10/27/2022 6:39,FALSE,Running,Unknown,1.65,75,09:27.8,167,179,2.4,163,168,5:45,5:19,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:35.8,2,NaN,--,--,--,--,--,--,--,--,0:09:26,09:27.8,--,--
Strength Training,10/27/2022 6:00,FALSE,Strength,Unknown,0,229,0:36:57,144,162,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:36:57,1,NaN,--,--,--,--,--,--,--,--,0:36:57,0:36:57,--,--
Running,10/26/2022 6:35,FALSE,Running,Unknown,2.6,125,0:15:16,174,183,3.1,163,172,5:52,5:12,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:35.2,3,NaN,--,--,--,--,--,--,--,--,0:15:12,0:15:16,--,--
Strength Training,10/26/2022 5:59,FALSE,Strength,Unknown,0,182,0:31:27,136,161,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,18,1,No,0:31:27,1,NaN,--,--,--,--,--,--,--,--,0:31:27,0:31:27,--,--
Cardio,10/25/2022 6:36,FALSE,Cardio,Unknown,0,42,05:03.5,176,182,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:03.5,1,NaN,--,--,--,--,--,--,--,--,0:00:00,05:03.5,--,--
Strength Training,10/25/2022 5:58,FALSE,Strength,Unknown,0,279,0:38:09,161,177,3.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,19,1,No,0:38:09,1,NaN,--,--,--,--,--,--,--,--,0:38:09,0:38:09,--,--
Strength Training,10/24/2022 5:57,FALSE,Strength,Unknown,0,251,0:40:28,143,169,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:40:28,1,NaN,--,--,--,--,--,--,--,--,0:40:28,0:40:28,--,--
Cardio,10/21/2022 6:42,FALSE,Cardio,Unknown,0,52,06:21.4,173,178,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,06:21.4,1,NaN,--,--,--,--,--,--,--,--,0:00:00,06:21.4,--,--
Strength Training,10/21/2022 6:01,FALSE,Strength,Unknown,0,271,0:39:47,153,174,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:39:47,1,NaN,--,--,--,--,--,--,--,--,0:39:47,0:41:25,--,--
Strength Training,10/20/2022 6:02,FALSE,Strength,Unknown,0,294,0:45:32,148,167,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:45:32,1,NaN,--,--,--,--,--,--,--,--,0:45:32,0:45:32,--,--
Strength Training,10/19/2022 6:18,FALSE,Strength,Unknown,0,226,0:38:14,143,172,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,15,1,No,0:38:14,1,NaN,--,--,--,--,--,--,--,--,0:38:14,0:39:09,--,--
Running,10/19/2022 6:04,FALSE,Running,Unknown,1.33,63,07:43.7,172,183,2.4,166,175,5:49,5:07,--,--,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:46.3,2,NaN,--,--,--,--,--,--,--,--,07:41.3,08:59.8,--,--
Strength Training,10/18/2022 6:00,FALSE,Strength,Unknown,0,270,0:47:59,136,179,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,17,1,No,0:47:59,1,NaN,--,--,--,--,--,--,--,--,0:47:59,0:48:59,--,--
Treadmill Running,10/17/2022 6:44,FALSE,Treadmill Running,Treadmill,1.22,53,07:30.1,149,166,1.9,164,169,6:10,5:23,--,--,0.99,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:16.7,2,NaN,--,--,--,--,--,--,--,--,07:29.7,07:30.1,--,--
Strength Training,10/17/2022 6:02,FALSE,Strength,Unknown,0,198,0:40:47,130,159,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:40:47,1,NaN,--,--,--,--,--,--,--,--,0:40:47,0:40:47,--,--
Strength Training,10/14/2022 5:42,FALSE,Strength,Unknown,0,308,0:48:27,151,176,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:48:27,1,NaN,--,--,--,--,--,--,--,--,0:48:27,0:48:27,--,--
Running,10/13/2022 6:35,FALSE,Running,Unknown,1.07,51,06:28.5,163,178,2.1,161,170,6:03,5:19,--,--,1.02,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:39.7,2,NaN,--,--,--,--,--,--,--,--,06:26.7,06:28.5,--,--
Strength Training,10/13/2022 5:55,FALSE,Strength,Unknown,0,229,0:38:28,139,169,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:38:28,1,NaN,--,--,--,--,--,--,--,--,0:38:28,0:38:28,--,--
Strength Training,10/12/2022 6:20,FALSE,Strength,Unknown,0,209,0:32:51,147,174,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,17,1,No,0:32:51,1,NaN,--,--,--,--,--,--,--,--,0:32:51,0:32:51,--,--
Running,10/12/2022 6:00,FALSE,Running,Unknown,2.4,109,0:13:43,167,187,3,166,174,5:43,4:15,--,--,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:09.9,3,NaN,--,--,--,--,--,--,--,--,0:13:41,0:13:43,--,--
Strength Training,10/11/2022 6:10,FALSE,Strength,Unknown,0,160,0:33:14,132,170,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:33:14,1,NaN,--,--,--,--,--,--,--,--,0:33:14,0:33:14,--,--
Running,10/11/2022 5:57,FALSE,Running,Unknown,1.45,58,08:16.4,147,162,2,163,168,5:43,5:19,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:36.8,2,NaN,--,--,--,--,--,--,--,--,0:08:10,08:16.4,--,--
Cardio,10/10/2022 6:41,FALSE,Cardio,Unknown,0,66,08:04.8,172,179,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,08:04.8,1,NaN,--,--,--,--,--,--,--,--,0:00:00,08:04.8,--,--
Strength Training,10/10/2022 5:59,FALSE,Strength,Unknown,0,309,0:41:52,162,189,3.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:41:52,1,NaN,--,--,--,--,--,--,--,--,0:41:52,0:41:52,--,--
Strength Training,10/7/2022 6:10,FALSE,Strength,Unknown,0,190,0:33:31,135,159,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,2,1,No,0:33:31,1,NaN,--,--,--,--,--,--,--,--,0:33:31,0:33:31,--,--
Cardio,10/7/2022 6:02,FALSE,Cardio,Unknown,0,39,05:34.6,146,159,1.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:34.6,1,NaN,--,--,--,--,--,--,--,--,0:00:00,05:34.6,--,--
Strength Training,10/6/2022 6:02,FALSE,Strength,Unknown,0,309,0:43:23,158,180,3.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,30,1,No,0:43:23,1,NaN,--,--,--,--,--,--,--,--,0:43:23,0:44:25,--,--
Strength Training,10/5/2022 6:28,FALSE,Strength,Unknown,0,247,0:35:07,153,171,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:35:07,1,NaN,--,--,--,--,--,--,--,--,0:35:07,0:35:07,--,--
Running,10/5/2022 6:08,FALSE,Running,Unknown,2.61,125,0:14:59,175,187,3.3,165,174,5:45,4:53,--,--,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:21.0,3,NaN,--,--,--,--,--,--,--,--,0:14:47,0:14:59,--,--
Strength Training,10/4/2022 5:57,FALSE,Strength,Unknown,0,238,0:38:09,144,181,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:38:09,1,NaN,--,--,--,--,--,--,--,--,0:38:09,0:38:09,--,--
Strength Training,10/3/2022 6:02,FALSE,Strength,Unknown,0,236,0:36:30,148,177,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,21,1,No,0:36:30,1,NaN,--,--,--,--,--,--,--,--,0:36:30,0:36:34,--,--
Running,10/3/2022 5:48,FALSE,Running,Unknown,1.59,72,09:12.3,165,178,2.5,161,167,5:47,5:21,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:22.5,2,NaN,--,--,--,--,--,--,--,--,09:05.5,09:12.8,--,--
Strength Training,10/1/2022 10:10,FALSE,Strength,Unknown,0,249,0:34:42,155,167,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,14,1,No,0:34:42,1,NaN,--,--,--,--,--,--,--,--,0:34:42,0:34:42,--,--
Running,10/1/2022 9:51,FALSE,Running,Unknown,1.35,78,0:10:16,159,177,2.4,122,250,7:34,3:34,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:42.5,2,NaN,--,--,--,--,--,--,--,--,0:07:33,0:10:16,--,--
Strength Training,9/30/2022 7:24,FALSE,Strength,Unknown,0,264,0:37:45,156,180,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,21,1,No,0:37:45,1,NaN,--,--,--,--,--,--,--,--,0:37:45,0:37:45,--,--
Running,9/30/2022 7:10,FALSE,Running,Unknown,1.64,75,09:45.5,162,178,2.5,156,167,5:57,5:22,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:52.0,2,NaN,--,--,--,--,--,--,--,--,0:09:22,09:45.5,--,--
Strength Training,9/28/2022 7:26,FALSE,Strength,Unknown,0,127,0:20:03,141,163,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,15,1,No,0:20:03,1,NaN,--,--,--,--,--,--,--,--,0:20:03,0:20:03,--,--
Cardio,9/28/2022 7:14,FALSE,Cardio,Unknown,0,72,08:41.0,175,182,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,08:41.0,1,NaN,--,--,--,--,--,--,--,--,0:00:00,08:41.0,--,--
Running,9/28/2022 7:00,FALSE,Running,Unknown,1.67,89,0:13:11,147,174,2.3,125,168,7:53,5:21,--,--,1.02,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:42.6,2,NaN,--,--,--,--,--,--,--,--,0:10:17,0:13:11,--,--
Strength Training,9/27/2022 6:32,FALSE,Strength,Unknown,0,120,0:17:54,147,169,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,14,1,No,0:17:54,1,NaN,--,--,--,--,--,--,--,--,0:17:54,0:17:54,--,--
Running,9/25/2022 17:09,FALSE,Zemst Running,Zemst,1.5,76,0:10:08,152,179,2.3,129,246,6:46,4:55,9,2,1.14,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:30.4,2,NaN,--,--,--,--,--,--,--,--,0:09:42,0:10:08,6,16
Strength Training,9/25/2022 9:07,FALSE,Strength,Unknown,0,298,0:43:26,158,178,3.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,15,1,No,0:43:26,1,NaN,--,--,--,--,--,--,--,--,0:43:26,0:43:26,--,--
Strength Training,9/22/2022 9:31,FALSE,Strength,Unknown,0,192,0:31:07,145,167,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:31:07,1,NaN,--,--,--,--,--,--,--,--,0:31:07,0:31:07,--,--
Running,9/22/2022 9:13,FALSE,Running,Unknown,2.46,106,0:14:47,150,167,2.4,159,231,6:01,3:43,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:00.3,3,NaN,--,--,--,--,--,--,--,--,0:13:58,0:14:47,--,--
Running,9/21/2022 7:42,FALSE,Zemst Running,Zemst,2.18,111,0:13:11,161,188,3.1,163,214,6:02,5:18,8,7,1.02,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:05.6,3,NaN,--,--,--,--,--,--,--,--,0:12:28,0:13:57,6,14
Strength Training,9/19/2022 9:58,FALSE,Strength,Unknown,0,60,0:13:12,121,147,0.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:13:12,1,NaN,--,--,--,--,--,--,--,--,0:13:12,0:13:12,--,--
Running,9/19/2022 9:09,FALSE,Zemst Running,Zemst,4.01,189,0:22:27,152,188,3.4,169,177,5:36,5:12,82,62,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:02.7,5,NaN,--,--,--,--,--,--,--,--,0:22:08,0:36:18,2,29
Strength Training,9/17/2022 16:07,FALSE,Strength,Unknown,0,177,0:29:19,142,170,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:29:19,1,NaN,--,--,--,--,--,--,--,--,0:29:19,0:29:19,--,--
Strength Training,9/10/2022 7:55,FALSE,Strength,Unknown,0,171,0:31:55,135,161,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,28,1,No,0:31:55,1,NaN,--,--,--,--,--,--,--,--,0:31:55,0:34:15,--,--
Cardio,9/9/2022 8:46,FALSE,Cardio,Unknown,0,107,0:17:16,139,171,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:17:16,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:17:16,--,--
Strength Training,9/5/2022 8:49,FALSE,Strength,Unknown,0,333,0:51:17,152,177,3.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:51:17,1,NaN,--,--,--,--,--,--,--,--,0:51:17,0:51:17,--,--
Cardio,9/5/2022 8:41,FALSE,Cardio,Unknown,0,57,07:57.2,154,170,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,07:57.2,1,NaN,--,--,--,--,--,--,--,--,0:00:00,07:57.2,--,--
Running,9/4/2022 8:31,FALSE,Zemst Running,Zemst,4.01,206,0:23:22,168,190,3.7,169,177,5:50,5:05,11,9,1.01,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:01.9,5,NaN,--,--,--,--,--,--,--,--,00:NaN:NaN,0:34:55,6,14
Running,9/3/2022 9:17,FALSE,Zemst Running,Zemst,4.41,220,0:25:33,171,187,3.9,168,235,5:48,5:24,9,8,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:14.4,5,NaN,--,--,--,--,--,--,--,--,00:NaN:NaN,0:34:53,6,15
Cardio,9/2/2022 17:09,FALSE,Cardio,Unknown,0,46,05:44.7,167,177,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:44.7,1,NaN,--,--,--,--,--,--,--,--,0:00:00,05:44.7,--,--
Strength Training,9/2/2022 16:35,FALSE,Strength,Unknown,0,200,0:29:27,149,166,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,21,1,No,0:29:27,1,NaN,--,--,--,--,--,--,--,--,0:29:27,0:32:20,--,--
Cardio,9/2/2022 16:31,FALSE,Cardio,Unknown,0,14,02:27.3,130,146,0.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:27.3,1,NaN,--,--,--,--,--,--,--,--,0:00:00,02:27.3,--,--
Strength Training,8/31/2022 18:21,FALSE,Strength,Unknown,0,97,0:14:15,147,171,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,29,1,No,0:14:15,1,NaN,--,--,--,--,--,--,--,--,0:14:15,0:14:44,--,--
Running,8/31/2022 18:04,FALSE,Running,Unknown,2.21,112,0:14:14,166,180,3,155,234,6:26,4:09,--,--,1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:50.7,3,NaN,--,--,--,--,--,--,--,--,00:NaN:NaN,0:14:14,--,--
Strength Training,8/30/2022 18:27,FALSE,Strength,Unknown,0,256,0:40:44,148,171,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,37,1,No,0:40:44,1,NaN,--,--,--,--,--,--,--,--,0:40:44,0:44:54,--,--
Running,8/30/2022 18:22,FALSE,Running,Unknown,0.55,32,04:26.3,154,169,1.6,126,165,8:00,5:42,--,--,0.99,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:26.3,1,NaN,--,--,--,--,--,--,--,--,00:NaN:NaN,04:33.3,--,--
Strength Training,8/29/2022 9:00,FALSE,Strength,Unknown,0,260,0:40:08,157,184,3.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,51,1,No,0:40:08,1,NaN,--,--,--,--,--,--,--,--,0:40:08,0:43:44,--,--
